Thn,Bln,Tgl,31710101a,31710102a,31710601a,31710701a,31710702a,31720101a,31720102a,31720301a,31720401a,31720601a,31730201a,31730501a,31740101a,31740201a,31740401a,31740402a,31740601a,31740701a,31740901a,31740902a,31741001a,31750201a,31750802a,31751001a
2008,12,8,0,,23,0,0,0,0,0,0,0,0,3.6,0,0,0,0,0,13,19,,41,0,0.4,25
2008,12,9,0,,0,0,0,0,0,0,0,0,0,8888,0,0,0.5,0,0,0,0,,0,0,0,0
2008,12,10,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0
2008,12,11,0,,3,0,0,0,7,0,0,0,7,8888,0,0,0,0,0,0,0,,1,0,2,0
2008,12,12,0,,0,3,0,6,32,0,46.5,5,14,1.2,0,0,5,17.2,10.5,2,23,,5,0,14.1,0
2008,12,13,0,,0,0,0,6,0,0,0,5,9,3.1,0,0,4.5,27.7,3.5,3,0,,0,12,0.5,0
2008,12,14,0,,3.5,8,0,6,3,0,0.5,2,0,0,1,0,0,0,0,3,0,,0,0,14.5,0
2008,12,15,0,,0,0,0,0,0,3.5,1,7,0,8888,5,0,0.5,0,6,5,0,,6,16,2,0
2008,12,16,0,,3,0,0,0,0,0,0,0,2,8888,0,0,2.5,3,2.5,4,0,,0,8,8888,0
2008,12,17,0,,20,8,11,16,0,11,15,8,34,8888,8,0,0,0,0,0,6,,4,0,20,73
2008,12,18,0,,18,6,0,0,0,0,0,0,0,24.8,12,0,20,31.2,14,7,26,,17,24,39.5,50
2008,12,19,0,,3,0,0,0,0,0,0.5,6,0,2.3,0,0,4.5,5,2,2,0,,0,13,3,20
2008,12,20,5,,1.5,4,4,0,0,2.5,44.5,6,6,0.2,1.5,1,1.5,6.1,7.6,6,1.5,,5,0,0.5,0
2008,12,21,0,,0,0,5,2,5,4,20,2,0,6.4,6,5,0,0,0,4,0,,1,3,8888,0
2008,12,22,32,,14,25,24,50,0,68,77,45,0,0,24,0,0,0,0,6,1.5,,22,10,13.9,10
2008,12,23,14,,5,12,10,6,0,8,0.5,7,29,11.5,8,9,16.5,29.1,8.5,14,20,,17,38,6.5,0
2008,12,24,0,,0,0,0,0,0,0,0,0,16,4.6,0,0,3,4.2,1.5,5,0,,0,8,0,0
2008,12,25,0,,0,2,2,0,2,0,2.5,5,0,0,4,0,0,0,5,0,0,,9,0,4.2,30
2008,12,26,0,,0,0,0,0,0,0,0,0,1,8888,0,0,5.5,0,0,4,0,,0,2,0,0
2008,12,27,0,,0,0,0,2,0,9,11,11,0,8888,0,0,0,0,0,0,0,,0,0,0,0
2008,12,28,0,,0,0,0,0,0,0,0,0,3.5,0.2,0,0,0,17.1,0,3,0,,0,0,0,0
2008,12,29,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2,0,0,0,,2,0,0,0
2008,12,30,0,,0,0,0,0,0,0,0,2,0,8888,0,0,0.5,0,0,0,0,,2,0,0,0
2008,12,31,0,,1.5,2,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,,0,0,0,0
2009,1,1,0,,7,19,0,4,3,2,0,0,0,3.2,15,16,0,0,0,0,0,,0,0,14,8888
2009,1,2,7.5,,0,0,20,0,0,0,10,0,0,30.6,0,0,23,15.1,44,10,0,,0,10,0,0
2009,1,3,0,,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
2009,1,4,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
2009,1,5,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
2009,1,6,4,,0,4,0,4,0,7.5,9.5,2,0,0,3,0,0,0,0,0,0,,12,0,10,0
2009,1,7,2.5,,2,1,4,19,0,24.5,26,3,9,1.8,1,4,24.5,18.3,14,7,16,,0,4,0,0
2009,1,8,4,,3,3,0,3,0,48,39,18,1,1.3,7,0,0.5,0,0.5,0,0,,7,4,7.6,20
2009,1,9,7,,4,4,4,17,0,4,2,3,0,1.9,5,6.5,10,10,5,17,6,,0,10,8888,0
2009,1,10,3.5,,0,0,3.5,12,0,0,5,0,0,12.6,0,3,0.5,0,0,4,0,,0,6,19.5,0
2009,1,11,17,,5,5,0,7,7,16,13.5,4,0,0.2,10,0,13.5,8.2,7,3,0,,7,0,16,5
2009,1,12,80,,67,66,7,3.5,32,52.2,75.5,19,0,11.1,79,15,21.5,30,19.5,6,2,,48,7,73.5,40
2009,1,13,64.5,,58,15,72,68,0,144,201,100,0,66.5,29.5,70,55.5,29.3,48,59,54,,33,87,39.9,55
2009,1,14,47,,56,68,21,45,3,19.5,53,22,0,31.6,93,15.5,32,42.5,27,29,57,,98,35,75.7,45
2009,1,15,10,,0,3,78,9,0,12.5,8.5,7,20,67,6,90,61,54.4,61.5,65,55,,1,76,1.7,10
2009,1,16,8.5,,0,3,4,3,0,5,1,35,1,7.8,6.5,6.5,5.5,0,2.5,4,1.5,,25,8.5,4.2,0
2009,1,17,1,,15,0,3,0,0,0,8888,21,0,0.6,0.5,6,0,0,0,2,0,,0,3,3.4,5
2009,1,18,140,,6,45,0,3,0,6,45,75,14,5.8,70,2.5,4.5,0,0,4,0,,2,0,41.5,9
2009,1,19,0,,0,0,46,2,0,0,0.5,15,0,84.4,0,45.5,9,11.1,2.5,11,0,,22,169,5.7,4
2009,1,20,0,,0,0,0,7,0,0,0,0,0,0,0,0.5,1,0,2,2,15,,3,0,3,0
2009,1,21,2,,2,17,0,15,5,2,11.5,1,0,0,0,0,0,0,0,3,0,,0,0,13.5,0
2009,1,22,10,,0,0,22,6,0,0,0,0,20.5,27,7,24,17,17.3,10.5,10,0,,0,0,0.5,0
2009,1,23,0,,3,0,4,3,0,0,0,0,9.5,4.1,0,0,0,0,1,2,15,,0,1,8888,0
2009,1,24,17.5,,0,17,18.5,0,0,15.5,0,8,0,0,0,0,0,0,0,0,0,,1,0,0,0
2009,1,25,0,,0,2,3,0,2,44,0,26,2,3.8,0,12,4.5,0,0,14,1,,36,1.5,4.3,3
2009,1,26,24,,20,11,0,23,0,60,128.5,8,0,4.7,15,0,27,19.3,0,0,25,,0,2,6.8,0
2009,1,27,30.5,,2,11,13,10,0,68,106,18,45.5,8.1,19,12,4.5,17.1,0,5,3,,0,20,7.8,3
2009,1,28,0,,0,0,5,9,0,2,0,0,44,8.9,0,13.5,3.5,29.8,7,9,0,,5,45,0,0
2009,1,29,3,,0,0,0,13,0,6,0,10,0,0,0,0,0,3.1,0,0,4,,6,0,1.6,0
2009,1,30,17,,12,30,0,15,0,27,33.5,18,7,8888,31,0,0.5,40.5,2.5,2,0,,5,1,30,6
2009,1,31,15,,20,10,30,21,0,18,15.5,13,21,30.9,8,33,20.5,37.2,10.5,29,7,,4,18,9.1,10
2009,2,1,14,,16,22,9,25,3,29,100,12,0,9.5,42,10,8.5,31.2,12.5,12,8,,20,9.5,12.4,31.4
2009,2,2,34,,30,23,27,23,0,76,57,30,0,24,29,27,60.5,54.7,77.6,38,21,,21,31,5,47
2009,2,3,45,,32,28,20,26,0,28,53,29,0,6,30,15,15.5,41.2,5,19,26,,26,26,9,55
2009,2,4,4.5,,0,6,35,6,0,8,3.5,5,0,42.5,6,35,21,43,34.5,22,31,,5,31,44.9,40
2009,2,5,16,,17,19,5,19,0,10,6,12,0,0.7,16,5.5,1.5,51.7,1,4,2,,21,6,8888,40
2009,2,6,5.5,,3,0,17,1,0,2,20,5,0,39,1,15,28,61.1,29.5,18,25,,9,22,40.6,20
2009,2,7,10.5,,0,3,1,8,0,6,10,0,9,5.9,9,1,2,59.3,4.2,9,3,,6,1,8888,25
2009,2,8,21,,3,10,6,4,0,18,31,15,1,7.4,13,6,14.5,32.5,12.5,5,0,,2,8,9.7,20
2009,2,9,16,,30,36,12,6,0,32,60.5,15,0,14,30,10.5,6.5,63.2,15.5,3,22,,60,24,0,45
2009,2,10,0,,0,0,35,9,0,0,0.5,0,0,48,1,37,34.5,58.5,23,45,21,,0,17,33.6,0
2009,2,11,5.5,,3,1,0,7,7,15,18.5,3,0,0.1,0.5,0,0,30.1,0,0,0,,2,0,1,0
2009,2,12,0,,2,0,2,11,32,4,3,0,0,7,0,0.5,0,0,0,2,1,,1,4,2.2,0
2009,2,13,0,,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,1,,0,0,0.7,0
2009,2,14,0,,0,0,0,9,3,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,43.8,0
2009,2,15,7,,4,9,17,12,0,0,0,4,20,8888,31,0,0,15.4,0,0,0,,2,0,0.2,0
2009,2,16,0,,0,0,0,0,0,0,0,0,1,3.5,0,14,16,0,5.5,21,7.5,,0,17,0,0
2009,2,17,3,,3,1,0,34,0,32,41.5,8,0,8888,1,0,0,0,0,0,0,,0,0,12.1,0
2009,2,18,0,,0,0,0,0,0,0,8888,0,14,0.2,0,1.5,0.5,2.1,0,4,0,,0,4,28.9,0
2009,2,19,2,,3,6,0,0,0,1,0,0,0,0,4.5,0,0,0,0,0,0,,2,0,0,15
2009,2,20,2,,3.5,1,7,6,0,11,32,20,0,1.3,5,0.5,54.5,56.5,30.5,29,7.5,,24,1,7,10
2009,2,21,0,,0,0,1.5,0,5,0,0,0,7,2.5,0,2.5,7.5,15.2,4,3,14.5,,0,12,1.3,0
2009,2,22,12.5,,10,11,0,11,0,0,0,7,0,0,29,0,0,26.3,0,0,0,,8,0,28.7,0
2009,2,23,40,,0,0,12.5,12,0,0,0,10,9,13.3,7,24,5,0,0,5,5,,7,52,3.8,0
2009,2,24,0,,0,0,0,0,0,0,0,0,16,8888,0,1.5,19,22.8,0,0,1,,0,47.5,1.4,0
2009,2,25,0,,1,0,0,0,2,0,3,0,0,0,8,0,0,0,0,0,0,,0,0,9,0
2009,2,26,0,,1.5,0,2,0,0,0,8888,0,0,0,0,9.5,0.5,0,7.5,11,7.5,,0,12,16.2,0
2009,2,27,17,,60,15,0,20,0,55,50,26,0,0,13,0,0,0,0,0,0,,42,0,6.3,10
2009,2,28,14.5,,2,10,18,26,0,14,20,14,24,16,9,15,74.5,90.8,84.5,53,58,,7,16,0.3,8
2009,3,1,0,,0,0,12,0,3,0,0,0,0,10.7,0,11.5,4,24.1,4,9,5.5,,0,20,2.2,47.2
2009,3,2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,30.4,0,0,0,,0,0,10.2,0
2009,3,3,9.5,,0,13,0,0,0,0,0,7,0,0,14.5,0,0,0,0,0,0,,0,0,25.2,0
2009,3,4,1.5,,1.5,2,20,0,0,2.5,4,6,0,2.9,2,15,5.5,28.7,0,4,0,,0,26,1.5,3
2009,3,5,65,,60,33,12,3,0,9,0,4,0,8888,19,3,4,24.1,0,11,0,,60,4,7.7,15
2009,3,6,0,,0,0,34,0,0,0,0,0,0,109,0,27,72,78.3,29,45,68,,0,6,2.5,0
2009,3,7,0,,0,0,0,0,0,0,0,0,9,8888,0,0,0,0,0,0,0,,5,0,0,6
2009,3,8,0,,2,7,0,0,0,0,0,0,1,0,26,0,13.5,50.1,1.5,0,32,,0,0,1.6,0
2009,3,9,80,,11,44,15,42,0,53,13,48,0,32,82,21.5,0,0,0,0,0,,5,0,18.7,6
2009,3,10,1,,5,1,47,0,0,1,1,4,0,68,1.5,50,7.5,19.8,5.5,10,6,,6,54,10.3,5
2009,3,11,0,,10,0,1,0,7,0,0,0,0,0.5,0,2,5,6.6,6,2,13.5,,1,2,7.8,0
2009,3,12,0,,0,20,0,0,32,0,0,0,0,3.9,35,0,10,5.2,5,4,51,,0,0,15.4,0
2009,3,13,1,,0,7,27,0,0,0,0,0,0,6.5,10,32,1.5,7.1,0,0,0,,2,1,12.9,0
2009,3,14,0,,0,0,9,0,3,0,0,0,0,6.4,0,11,2,0,0,3,0,,0,0,1,2
2009,3,15,0,,42,2,0,8,0,0,6,0,20,0,0,0,0,15.2,0,0,0,,45,0,0,4
2009,3,16,0.5,,11.5,0,0,0,0,0,0,0,1,1.7,0,1,4,22.3,109.5,15,22.5,,12,3,19.4,0
2009,3,17,2,,0,0,0,0,0,0,0,0,0,3.1,0,0,2,3.2,7,9,11,,0,0,1,0
2009,3,18,0,,0,0,0,0,0,0,0,0,14,8888,0,0,0,0,16.5,61,0,,0,0,10.8,0
2009,3,19,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,26.2,0
2009,3,20,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0.8,0
2009,3,21,0,,41,6,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,,1,0,31.2,0
2009,3,22,0,,0.5,0,2,0,0,0,0,0,6,13.9,0,0,14.5,21.5,35.5,45,44.5,,12,0,0,4
2009,3,23,29,,2,17,29,45,0,6,4,7,0,0,35,0,21.5,23.8,5,0,25,,8,0,16.8,20
2009,3,24,0,,0,0,0,0,0,0,0,0,18.5,16.7,0,45,33,26,5.5,17,14,,0,8,0,0
2009,3,25,0,,2,0,0,0,2,0,0,0,0,0,4,0,0,0,5.5,0,0,,45,0,1.2,0
2009,3,26,0,,3,0,0,0,0,0,0,0,0,0,0,5,0.5,2.4,82,0,77,,18,2,0,0
2009,3,27,0,,6,0,0,0,0,0,0,0,0,8888,0,0,4,6.5,83,29,33.5,,6,0,6.2,12
2009,3,28,0.5,,5,4,0,1,0,5,24.5,7,0,8888,5,0.5,15,0,16.6,0,17,,0,0,0,7
2009,3,29,0,,0,0,7,0,0,0,0,0,1.5,0,0,7,9.5,8.2,0,0,0,,35,27,8,4
2009,3,30,0,,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,41.3,1.5,0,4,,1,2,3,0
2009,3,31,4,,9.5,47,0,0,0,0,0,0,0,8888,25,0,0,0,0,0,13,,0,0,0,5
2009,4,1,0,,0,0,64,0,3,0,0,0,0,2.3,0,79,24,49.5,15,43,5,,27,3,0,2.4
2009,4,2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,31,,0,0,1.2,0
2009,4,3,0,,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,,4,0,60,3
2009,4,4,5,,0,2,0,0,0,12,0,4,0,48.3,0,0.5,3.5,0,0,20,3,,3,0,24.4,0
2009,4,5,0,,0,0,0,0,0,0,6.5,0,0,0.4,0,0,0,0,0,0,1,,1,0,21.7,10
2009,4,6,5,,44,12,0,18,0,4,33,3,0,0,0,0,0,9.5,31,0,0,,55,0,6.4,38
2009,4,7,2.5,,25,3,31.5,37,0,8,6.5,5,9,2.9,3,54.5,57.5,66.8,41.5,87,17.5,,33,24,35.1,12
2009,4,8,0,,3,0,3,2,0,0,0,0,1,10.7,0,3,5,14.7,45,6,81.5,,1,3,1,5
2009,4,9,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,,0,0,18.8,0
2009,4,10,0,,0,0,0,1,0,0,0,0,0,0.3,0,0,0,0,32,0,0,,0,0,0,0
2009,4,11,0,,0,0,0,0,7,0,0,0,0,8888,0,0,0,0,0,0,0,,12,0,1,0
2009,4,12,0,,0,2,0,0,32,0,0,0,0,0,0,0,0,0,7.5,0,0,,0,0,71.2,0
2009,4,13,1.5,,0,0,0,0,0,0,0,4,0,0,17,0,0,0,0,14,0,,1,0,0,0
2009,4,14,0,,0,0,2,0,3,0,0,0,0,0.4,0,9,15,9.9,0,25,0,,0,2,0,0
2009,4,15,0,,0,0,0,0,0,0,0,3,20,0,11,0,7.5,2.4,2,0,0,,2,0,0.6,2
2009,4,16,0,,19,1,0,20,0,0,0,0,1,8888,0,6,0,0,0,0,3,,4,14,14.8,2
2009,4,17,0,,0,0,0,0,0,0,0,0,0,8.3,0,0,49,17.2,13.5,6,20,,23,0,0.2,0
2009,4,18,0,,0,0,0,0,0,0,0,0,14,0,0,0,0,20.4,0,0,3,,8,0,0,0
2009,4,19,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,7,,10,0,0,2
2009,4,20,0,,0,0,0,0,0,0,0,0,0,8888,0,0,8.5,7.9,3.5,0,3.5,,0,0,7,0
2009,4,21,43,,0,20,0,0,5,39,16.5,18,0,0,52,0,0,0,0,0,3.5,,1,0,0,15
2009,4,22,0,,0,0,32,0,0,0,3,0,2,0,0,40,66,19.6,26,22,0,,0,19,0.2,0
2009,4,23,0,,0,12,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,27,0,0,0
2009,4,24,0,,52,0,0,0,0,0,0,0,1.5,1.5,0,4,0,6.7,6,18,0,,0,0,0,0
2009,4,25,0,,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,8888,0
2009,4,26,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0
2009,4,27,21.5,,26,28,2,0,0,40,0,2,0,0,45,0,20.5,41.4,38.5,0,22,,40,0,0,0
2009,4,28,0,,0,0,27.5,0,0,0,0,0,3.5,18.1,0,36,0,0,43,39,5.5,,28,0,0,0
2009,4,29,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,33,0,0,0
2009,4,30,6,,10,0,0,0,0,15,0,1.5,0,0,2,1,0,0,0,0,17.5,,11,0,0,0
2009,5,1,6,,10,0,2,0,3,15,13,1,0,8888,0,10,32.5,60.2,36.2,9,105,,17,61,8.7,0.8
2009,5,2,0,,0,0,0,0,0,0,0,0,0,0,0,0,3.5,55.4,8.5,0,12,,0,0,2.6,3
2009,5,3,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,2,0
2009,5,4,0,,0,0,0,0,0,0,0,0,0,8888,0,2,7.5,20.3,57.5,3,8,,0,0,1.8,5
2009,5,5,0,,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,,37,0,23.6,0
2009,5,6,66,,65,50,87,0,0,100,166,97,0,118.6,74,75,31.5,26.8,40,51,39.5,,38,50,9,12
2009,5,7,0,,1,0,0,0,0,0,0,0,9,5.5,0,0,10.5,31.7,23.3,0,69,,3,1,0,0
2009,5,8,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,5,0,0,0
2009,5,9,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,0,0,0,0
2009,5,10,0,,0,14,22,0,0,34,15.5,0,0,43.5,48,28,34,24.6,1,10,0,,0,1,0,0
2009,5,11,1,,1,0,0,20,7,0,0,0,0,0.4,7,0,0,0,0,0,0,,66,0,0,0
2009,5,12,75,,60,40,47,0,32,85,36,78,0,38.7,92,68.5,26,25,47.5,48,74,,3,75,0,10
2009,5,13,0,,0,0,0,2,0,0,0,0,0,0,0,0,0.5,0,0,0,2.5,,15,0,0,5
2009,5,14,0,,0,1,1.5,0,3,0,0,0,0,1.6,2,2,1.5,0,3,1,0,,1,0,0,0
2009,5,15,0,,0,0,8,0,0,0,7.5,8,20,0.7,0,0,2,30.2,0,2,0,,0,4,0,4
2009,5,16,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0
2009,5,17,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
2009,5,18,0,,0,0,0,2,0,5,12.5,7.5,14,0,0,0,0,0,0,0,0,,5,0,0,0
2009,5,19,0,,0,2,0,0,0,11,13,0,0,8888,0,0,11,0,6,0,0,,0,0,0,0
2009,5,20,0,,0,2,0,0,0,0,0,0,0,8888,19,0,1,6.4,0,0,0,,0,0,0,0
2009,5,21,0,,0,5,0,0,5,0,0,0,0,8888,11,8,0,0,0,10,0,,3,12,58,0
2009,5,22,18,,36,2,10,0,0,20,49,12,0,4.6,0,7,73.5,62.2,6,77,3,,2,6,0,56
2009,5,23,0,,0,1,0,0,0,0,0,0,0,0,0,0,7.5,4.4,6.5,0,7,,55,0,0,15
2009,5,24,0,,3,0,0,0,0,0,0,0,0,0,19,0,0,0,35.6,4,7.5,,0,0,0,0
2009,5,25,0,,0,29,58,0,2,0,0,0,0,8888,0,5,0,0,20.5,0,0,,4,0,0,0
2009,5,26,0,,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,7,,0,0,0,0
2009,5,27,0,,0,0,0,0,0,4,27,4,10.5,11.3,0,0.5,3.5,19.3,0,3,0,,0,0,0,0
2009,5,28,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
2009,5,29,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
2009,5,30,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
2009,5,31,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
2009,6,1,0,,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,25.7
2009,6,2,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,20,0,0,0
2009,6,3,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7,16.4,0,0,,0,0,0,0
2009,6,4,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,4.6,0
2009,6,5,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,48,0,0,0
2009,6,6,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,,0,0,0,0
2009,6,7,58,,15,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,4,,0,1,0,0
2009,6,8,58,,15,50,0,0,0,9,0,14,1,0,72,0,0,0,0,0,4,,10,0,19.2,1
2009,6,9,0,,0,0,82,0,0,0,0,0,0,125,0,83,36,76.1,14.4,31,0,,0,32,0,0
2009,6,10,1,,75,4,0,10,0,14,4.5,15,0,0,4,0,0,0,0,0,17,,4,19,30,5
2009,6,11,11,,0,15,8,0,7,0,0,0,0,14.8,21,9,9,10.4,29.4,6,0,,0,2,0,0
2009,6,12,0,,0,0,0,0,32,0,0,0,0,46,0,5.5,0.5,1,1.5,0,0,,0,0,0,0
2009,6,13,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,0,0,0
2009,6,14,0,,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
2009,6,15,0,,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,6.5,,49,0,0,0
2009,6,16,58,,1,70,0,0,0,6,0,5,1,8888,36,0,0,0,0,0,30,,6,0,4,0
2009,6,17,0,,0,0,69,0,0,0,0,0,0,61.1,0,26,47,53.2,22.6,0,9.5,,0,12,0,0
2009,6,18,0,,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,,0,0,0,0
2009,6,19,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
2009,6,20,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
2009,6,21,0,,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
2009,6,22,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
2009,6,23,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
2009,6,24,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,0,0
2009,6,25,0,,0,0,0,0,2,0,0,0,0,8888,0,0,0,0,0,0,0,,0,0,0,0
2009,6,26,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
2009,6,27,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
2009,6,28,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
2009,6,29,0,,69,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
2009,6,30,0,,0,0,0,0,0,0,0,0,6,8888,0,0,0,0,0,1,0,,0,0,0,0
2009,7,1,0,,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
2009,7,2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
2009,7,3,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
2009,7,4,0,,0,0,0,0,0,0,0,0,0,0,0,0,4.5,54.2,0,26,24,,76,0,0,0
2009,7,5,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5,0,0,,0,0,0,0
2009,7,6,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
2009,7,7,0,,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,,0,0,0,0
2009,7,8,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0
2009,7,9,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
2009,7,10,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
2009,7,11,0,,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
2009,7,12,0,,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
2009,7,13,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
2009,7,14,0,,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
2009,7,15,0,,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,,0,0,0,0
2009,7,16,0,,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0
2009,7,17,2,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,8888,0
2009,7,18,0,,5.5,0,0,0,0,22,0,0,14,8888,0,0,4.5,21.2,0,0,3,,0,0,0,0
2009,7,19,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
2009,7,20,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
2009,7,21,0,,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
2009,7,22,0,,0,0,16,0,0,0,0,0,0,0,0,0,0,0,5.5,0,2,,50,0,0.1,0
2009,7,23,0,,0,11,0,0,0,0,0,4,0,8888,3,11,21.5,24.9,11.5,0,53,,30,0,9,0
2009,7,24,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0
2009,7,25,0,,0,0,0,0,2,0,0,0,0,8888,0,0,0,0,24.5,0,0,,0,0,37.3,0
2009,7,26,10,,64,15,46,0,0,0,0,1,17.5,24,13,5,18.5,19.3,14.6,42,2,,8,19,0,0
2009,7,27,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,14,0,0,0
2009,7,28,0,,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,,0,0,0,0
2009,7,29,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
2009,7,30,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
2009,7,31,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
2009,8,1,0,,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,5
2009,8,2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
2009,8,3,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
2009,8,4,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
2009,8,5,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
